"Participant","Experimenter","Experiment_Duration","Date","Mobile","Gender","Age","Education","Ethnicity","PID5_Duration","PID5_Order","PID5_NegativeAffect_10","PID5_Antagonism_25","PID5_Psychoticism_24","PID5_NegativeAffect_8","PID5_Detachment_14","PID5_Antagonism_22","PID5_NegativeAffect_9","PID5_Psychoticism_12","PID5_Antagonism_19","PID5_Antagonism_20","PID5_NegativeAffect_11","PID5_Disinhibition_1","PID5_Detachment_13","PID5_Psychoticism_7","PID5_Psychoticism_21","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Detachment_18","PID5_Disinhibition_3","PID5_Antagonism_17","PID5_Detachment_4","PID5_Detachment_16","PID5_Disinhibition_5","PID5_Disinhibition_2","PID5_NegativeAffect_15","IPIP6_Duration","IPIP6_Order","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","SSS_Duration","SSS_Order","SSS_19","SSS_10","SSS_20","SSS_14","SSS_7","SSS_11","SSS_9","SSS_2","SSS_16","SSS_5","SSS_18","SSS_1","SSS_8","SSS_17","SSS_3","SSS_21","SSS_4","SSS_12","SSS_13","SSS_6","SSS_15","MIST_Duration","MIST_Order","MIST_Real_A_3","MIST_Real_B_6","MIST_Fake_C_13","MIST_Real_B_7","MIST_Fake_D_16","MIST_Fake_C_10","MIST_Fake_D_15","MIST_Fake_C_9","MIST_Real_A_2","MIST_Real_A_1","MIST_Real_B_8","MIST_Real_A_5","MIST_Fake_D_14","MIST_Fake_C_11","MIST_Fake_C_12","MIST_Real_A_4","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","SSS_General","SSS_SD","MIST_RealDetection","MIST_FakeDetection","MIST_Discernment","MIST_Distrust","MIST_Naivete"
"S633","SONA",27.7991833333333,"13/11/2024","False","Female",19,"High School","South Asian",2.78821666666667,4,2,1,1,2,1,0,3,0,2,0,2,2,0,3,2,2,2,1,2,0,2,1,3,2,1,0.961966666666667,3,0.61,0.84,0.09,0.64,0.66,0.63,0.5,0.77,0.7,0.62,0.93,1,0.35,0.6,0.89,1,0.52,0.19,0.36,0.06,0.12,1,0.5,0.36,1.24278333333333,1,2,0,0,3,1,2,0,0,3,1,0,1,1,3,2,2,3,4,2,0,0,2.36476666666667,2,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0.5625,0.195,0.5575,0.6225,0.455,0.6525,0.272859674066697,2.2,1,2,0.6,1.6,0.779205954794421,0.357142857142857,1.28730060869358,3,3,6,0,0
"S634","SONA",31.5266166666667,"13/11/2024","False","Female",18,"High School","South Asian",4.4773,2,3,0,2,3,0,0,3,0,3,0,1,1,2,3,2,2,1,0,2,0,2,2,2,2,3,1.64276833333274,1,0.72,1,0.28,0.73,0.58,0.24,0.13,0,0.04,0.5,0.67,0.29,0.61,1,0.2,1,0.73,0.08,0.05,0,0.23,0,1,0,2.12268333333333,3,2,1,0,1,0,2,0,0,0,0,1,2,1,1,0,4,0,1,3,0,0,1.49758333333333,4,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0.885,0.5275,0.7,0.675,0.8475,1,0.19009102666107,1.8,1.2,2.6,0.6,1.6,0.983780422621844,0.226190476190476,1.13599128098599,3,2,5,-1,1
"S635","SONA",20.9225666666667,"13/11/2024","False","Female",18,"High School","White",1.79115,4,2,0,2,3,0,1,2,0,2,0,1,1,1,2,2,1,2,0,1,0,1,1,1,1,0,1.24824166666667,3,0.52,0.89,0.63,0.79,0.66,0.39,0.55,0.06,0.33,0.59,0.33,0.54,0.36,0.93,0.4,0.75,0.3,0.2,0.65,0.13,0.16,0.31,0.55,0.26,0.9506,2,3,2,3,3,1,3,1,1,2,2,3,2,2,2,1,3,1,3,3,1,1,0.77235,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.4675,0.645,0.71,0.7025,0.6525,0.9075,0.0819415588385417,1,0.6,1.6,0.6,1.6,0.695350472920827,0.511904761904762,0.864649667564296,1,0,1,-1,1
"S636","SONA",23.9215166666667,"14/11/2024","False","Female",18,"High School","White",1.89848333333333,3,1,0,2,3,1,1,3,1,2,2,2,1,2,2,2,2,1,1,2,0,1,2,1,2,3,2.19154000000159,4,0.74,0.81,0.24,0.78,0.87,0.63,0.2,0.04,0.38,0.62,0.59,0.84,0.08,0.58,0.17,0.78,0.55,0.54,0.21,0.11,0.35,0.4,0.5,0.69,1.54716666666667,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,0,3,3,3,1,3,3,2.78226666666667,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0.7075,0.4675,0.71,0.765,0.325,0.81,0.156284505276262,1.6,1.4,2.4,1,1.6,0.707518972703083,0.404761904761905,1.02353263143832,2,3,5,1,-1
"S637","SONA",48.1397833333333,"14/11/2024","False","Female",21,"Doctorate","Asian",0.77895,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,0.704688333333284,4,0.25,0.14,0.21,0.24,0.69,0.3,0.74,0.85,0.81,0.28,0.38,0.34,0.63,0.6,0.33,0.3,0.73,0.29,0.41,0.76,0.23,0.34,0.68,0.66,0.551866666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,0.437766666666667,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.445,0.4425,0.37,0.505,0.6025,0.2825,0.219847323186353,1.8,1.8,1.6,1.8,1.8,0.467315387901,0.738095238095238,0.218217890235992,2,8,10,6,-6
"S638","SONA",26.6257166666667,"14/11/2024","False","Female",18,"Doctorate","White",1.16083333333333,4,1,0,0,2,0,0,1,1,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1.1911099999999,3,0.5,1,0.68,0.37,0.21,0.34,0.55,0.56,0.56,0.88,0.22,0.27,0.34,0.82,0.22,0.67,0.57,0.45,0.45,0.42,0.41,0.61,0.56,0.44,1.49055,2,0,2,0,3,2,4,3,1,3,2,1,2,1,3,3,4,2,2,3,1,0,1.24475,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.515,0.6825,0.5625,0.475,0.625,0.71,0.165076887214695,0.4,0.4,1,0.2,0.6,0.628838536539351,0.5,1.22474487139159,4,3,7,-1,1
"S639","SONA",26.0730166666667,"14/11/2024","False","Female",18,"Other","White",3.5499,2,2,1,0,2,1,0,0,0,2,0,1,0,1,1,1,1,2,2,1,0,2,0,0,1,1,1.50780333333334,4,0.17,0.78,0.27,0.36,0.92,0.16,0.62,0.19,0.12,0.68,0.3,0.5,0.09,0.65,0.62,0.63,0.18,0.19,0.74,0.12,0.14,0.54,0.11,0.63,1.9842,1,2,2,0,1,1,2,0,0,0,2,2,1,2,0,0,1,3,2,3,0,0,2.18423333333333,3,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.23,0.5275,0.5475,0.8925,0.63,0.78,0.14923951430495,0.6,1.2,1.2,0.6,0.8,0.790425965621462,0.285714285714286,1.06234242529018,0,1,1,1,-1
"S640","SONA",28.8398666666667,"15/11/2024","False","Female",19,"High School","White",2.01845,1,2,1,2,3,1,0,2,0,2,0,2,1,2,1,2,2,3,2,2,0,2,1,1,2,1,2.60813333333333,2,0.62,0.83,0.68,0.75,0.69,0.38,0.16,0.29,0.76,0.64,0.69,0.31,0.23,0.82,0.27,0.66,0.31,0.2,0.49,0.28,0.23,0.89,0.27,0.35,1.58298333333333,4,2,3,0,2,1,1,0,2,2,1,2,2,2,1,0,2,4,2,2,0,0,3.0871,3,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0.56,0.435,0.7075,0.6175,0.69,0.77,0.157864749656004,1.6,1.6,2,0.6,1.6,0.767430902459187,0.369047619047619,1.07791686224159,4,2,6,-2,2
"S641","SONA",37.91495,"15/11/2024","False","Male",19,"High School","White",3.01771666666667,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,2.26256999999993,2,0.37,0.65,0.44,0.18,0.54,0.2,0.57,0.5,0.38,0.57,0.44,0.49,0.46,0.59,0.72,0.38,0.49,0.78,0.29,0.63,0.29,0.23,0.74,0.67,4.07221666666667,4,1,2,0,1,2,1,0,1,1,1,1,0,0,2,1,2,3,2,2,0,0,2.36976666666667,3,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0.5625,0.585,0.3375,0.6025,0.465,0.5275,0.153910914401939,0.4,1,0.4,0.2,0,0.308531742102058,0.273809523809524,0.889087279447969,5,6,11,1,-1
"S642","SONA",24.8104166666667,"16/11/2024","False","Female",20,"High School","White",2.24371666666667,1,2,0,2,3,0,0,2,0,2,0,1,2,1,3,3,1,3,0,3,0,1,0,0,2,3,1.12035,2,0.54,1,0.37,0.85,0.75,0,0.52,0,0.02,0.67,0.63,0,0,0.67,0.42,0.64,0.05,0,0.56,0.08,0,0.83,0.75,0,1.19285,3,3,3,1,1,2,3,0,3,2,1,3,1,3,0,1,3,3,2,1,0,1,1.97471666666667,4,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0.5525,0.395,0.755,0.9325,1,0.8975,0.132745298029716,1.6,0.4,2.2,0.4,2.2,0.944565136235765,0.44047619047619,1.13599128098599,4,3,7,-1,1
"S643","SONA",77.9311166666667,"16/11/2024","False","Female",18,"High School","White",1.87238333333333,1,1,0,3,2,1,0,2,0,1,0,2,0,1,0,0,1,3,1,0,0,2,0,0,0,2,1.54511999999999,4,0.27,0.87,0.36,0.63,0.76,0.37,0.67,0.13,0.27,0.72,0.34,0.63,0.33,0.62,0.25,0.66,0.48,0.2,0.65,0.25,0.2,0.25,0.61,0.17,1.4171,3,3,3,3,1,4,2,3,3,3,2,1,2,2,2,2,3,4,0,1,1,0,2.54735,2,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.39,0.6225,0.64,0.74,0.6575,0.7775,0.134891583412679,0.2,1,1.8,0.2,1.2,0.738383048040384,0.535714285714286,1.15263672879682,0,0,0,0,0
"S644","Website",222.2783,"17/11/2024","False","Male",59,"Bachelor","White",2.12823333333333,2,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,0,0,1,0,1,1,1.38483333333333,4,0.3,0.55,0.43,0.42,0.5,0.31,0.59,0.5,0.39,0.57,0.5,0.38,0.39,0.5,0.5,0.42,0.5,0.41,0.63,0.4,0.39,0.5,0.43,0.43,1.75618333333333,1,2,2,0,3,2,2,0,1,3,1,1,2,0,1,0,3,1,2,2,1,0,1.64391666666667,3,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.3775,0.5,0.46,0.5825,0.6175,0.5375,0.0526845038950142,0.8,0.8,1,0.2,0.6,0.455761955007832,0.345238095238095,1.02353263143832,0,0,0,0,0
"S645","SONA",30.9458333333333,"17/11/2024","False","Female",19,"High School","White",2.94965,4,2,0,0,2,1,0,2,0,0,0,1,1,3,2,2,1,2,1,2,0,1,2,2,1,2,4.55249333333274,2,0.71,0.79,0.1,0.79,0.4,0,0.17,0.32,0.5,0.66,0.58,0,0.37,0.56,0.27,0.75,0.5,0,0.75,0.1,0.09,0.04,0.41,0.21,2.74465,3,2,1,0,3,0,3,0,0,2,1,1,2,1,2,0,2,1,4,2,1,0,2.68383333333333,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0.55,0.535,0.6925,0.61,0.9475,0.7325,0.205682934950979,1.4,1.6,1.8,0,1.2,0.596961691803074,0.333333333333333,1.15470053837925,3,4,7,1,-1
"S646","SONA",29.4913333333333,"17/11/2024","False","Female",19,"High School","White",4.18878333333333,4,2,1,0,2,3,1,3,1,3,0,2,0,1,1,2,1,0,0,2,0,2,0,0,2,2,1.98202333333294,3,0.69,0.91,0.01,0.66,0.56,0.56,0.08,0,0.23,1,0.78,0.54,0.32,0.77,0.32,0.79,0.31,0.28,0.11,0.11,0.12,0.26,0.64,1,5.03575,2,3,1,2,1,3,3,2,2,2,3,4,2,1,4,2,3,3,2,3,1,0,2.55405,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.785,0.4925,0.705,0.7225,0.405,0.8925,0.197394482138393,1,1.2,2.2,1,0.8,0.96249179489323,0.55952380952381,1.04425867986634,1,2,3,1,-1
"S647","SONA",24.0917833333333,"18/11/2024","False","Female",19,"Bachelor","Asian",1.8419,2,1,0,1,1,1,0,1,1,0,1,1,0,1,1,2,2,1,1,0,0,0,2,0,1,2,1.34497833333015,3,0.35,1,0.71,0.39,0.63,0.28,0.69,0.36,0.31,0.75,0.28,0.5,0.38,1,0.43,0.4,0.78,0.75,0.65,0.14,0.23,0,0.22,0.29,1.25525,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,2,2,0,0,0,0,1.42586666666667,4,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.3075,0.795,0.395,0.6775,0.545,0.875,0.133705797429192,0.6,1,1.2,0.2,1.2,0.588634951737267,0.130952380952381,0.749603069567329,0,0,0,0,0
"S648","SONA",19.40465,"18/11/2024","False","Female",20,"Bachelor","White",1.3668,1,2,0,1,2,0,0,2,0,1,0,3,0,2,1,2,1,3,2,0,0,0,2,0,0,3,0.870031666666766,3,0.25,1,0.8,0.92,0.91,0.03,0.19,0.06,0.15,0.84,0.71,0.7,0.21,1,0.79,0.78,0.93,0.68,0.67,0,0.13,0.69,0.66,0.62,0.84395,4,1,2,2,2,2,1,0,2,2,2,3,2,2,3,0,1,2,2,2,0,0,1.20775,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.5125,0.56,0.495,0.855,0.4925,0.985,0.230810232795076,0.2,1.2,2.4,0.2,1.4,0.73555405772291,0.392857142857143,0.925820099772551,1,3,4,2,-2
"S649","SONA",24.0900333333333,"18/11/2024","False","Female",18,"High School","White",1.8441,3,3,3,2,2,1,2,3,0,0,0,2,0,0,1,0,1,2,1,0,0,0,0,2,1,2,1.38107166666587,2,0.85,1,0.19,0.83,0.63,0.31,0.05,0.09,0.3,0.35,0.88,0.5,0.08,0.96,0.12,0.93,0.63,0.06,0.2,0.1,0.11,0.93,0.9,0.59,2.06678333333333,1,3,3,1,0,2,0,0,0,3,1,3,2,1,2,2,3,3,2,1,2,0,1.96425,4,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0.875,0.1825,0.7525,0.785,0.635,0.9425,0.144624233758242,0.8,0.4,2.4,1,1,0.869263740783501,0.404761904761905,1.16086995293144,0,2,2,2,-2
"S650","SONA",32.2191166666667,"18/11/2024","False","Female",19,"High School","White",2.89283333333333,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.97550166666607,3,0.58,0.93,0.4,0.19,0.85,0.06,0,0.17,0.13,0.74,0.74,0.5,0,0.76,0.29,0.18,0.64,0.78,0.6,0.11,0.11,0.73,0.5,0.66,2.84041666666667,2,1,2,0,1,1,2,0,1,1,2,3,1,1,0,0,2,3,4,1,0,1,1.67996666666667,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.62,0.4175,0.36,0.9025,0.5,0.8525,0.198613865116475,0,0.2,0.6,0,0,0.268328157299975,0.321428571428571,1.10194633003868,0,5,5,5,-5
"S651","SONA",23.9783333333333,"19/11/2024","False","Female",19,"High School","White",2.09443333333333,2,3,1,1,2,1,0,3,2,2,1,2,0,2,2,2,0,2,0,0,0,1,0,0,0,2,1.51004166666667,1,0.85,0.83,0.71,0.77,0.54,0.48,0.01,0.1,0.49,0.66,0.29,0.48,0.53,0.75,0.45,0.74,0.43,0.37,0.03,0.12,0.47,0.05,0.9,0.3,1.53258333333333,3,3,3,1,1,1,2,0,1,2,0,2,1,1,1,1,2,2,2,1,0,0,1.68095,4,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0.9275,0.7575,0.6575,0.5125,0.5925,0.84,0.0824592690669183,0,0.8,2.4,0.8,1.8,0.533651241214655,0.321428571428571,0.902377811277357,3,0,3,-3,3
"S652","SONA",28.0600166666667,"19/11/2024","False","Female",19,"High School","Mixed",2.7299,1,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1.64957999999995,4,0.31,1,0.5,0.4,1,0.45,0.62,0.25,0.05,0.73,0.13,0.61,0,0.68,0.89,0.2,0.84,0.87,0.7,0.02,0,0.07,0.26,0.57,2.38368333333333,2,2,2,1,0,3,2,0,2,3,1,0,1,2,1,0,2,3,2,2,0,0,1.76566666666667,3,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.3125,0.7575,0.2175,0.9875,0.375,0.8525,0.121917860441073,0.4,0.2,0.4,0.2,1.2,0.658742557410156,0.345238095238095,1.07126982951031,2,3,5,1,-1
"S653","SONA",48.1412166666667,"19/11/2024","False","Female",18,"Bachelor","White",4.94958333333333,2,2,0,1,2,0,0,2,0,0,1,2,0,0,2,2,1,2,0,0,0,1,2,1,1,1,2.44393333333333,4,0.69,1,0.4,0.03,0.65,0.24,0.68,0.23,0.32,0.61,0.23,0.51,0,0.95,0.26,0.77,0.5,0,0,0.12,0.07,0.52,0.8,0,3.37711666666667,3,1,3,0,1,0,1,0,0,1,0,2,2,1,1,0,1,4,2,4,1,0,10.6057833333333,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.7025,0.565,0.51,0.815,0.8125,0.9,0.217978570930079,0.6,0.6,1.8,0.2,1.4,0.646200826100983,0.297619047619048,1.24976188208185,3,5,8,2,-2
"S654","SONA",28.2910666666667,"19/11/2024","False","Female",19,"High School","South Asian",2.30581666666667,1,2,0,2,2,0,0,2,2,1,0,1,0,0,2,2,1,2,1,0,0,2,1,0,2,2,1.85471833333174,3,0.66,0.94,0.39,0.68,0.97,0.37,0.6,0.29,0.12,0.59,0.65,0.5,0.06,0.12,0.47,0.61,0.16,0.59,0.62,0.3,0.25,0.79,0.62,0.55,1.4026,4,2,1,0,1,2,2,0,1,2,1,2,3,3,2,1,3,1,1,1,1,0,2.4255,2,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0.515,0.385,0.665,0.885,0.4975,0.6175,0.16284830206735,0.6,0.8,1.8,0.2,2,0.525102881706781,0.357142857142857,0.925820099772551,2,2,4,0,0
"S655","SONA",22.95235,"19/11/2024","False","Female",19,"High School","White",1.93025,4,3,0,2,2,0,0,1,0,2,0,2,0,1,2,2,1,2,1,1,0,1,1,0,1,2,2.40831333333304,1,0.45,0.82,0.66,0.59,0.25,0.38,0.63,0.18,0.53,0.78,0.56,0.39,0.8,0.86,0.41,0.53,0.54,0.75,0.61,0.29,0.47,0.37,0.37,0.54,1.41266666666667,2,4,1,1,3,3,2,2,1,3,3,2,3,1,1,1,3,3,3,3,0,0,3.57455,3,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.395,0.6275,0.5425,0.3625,0.485,0.8025,0.106641650705276,0.6,0.8,2,0.4,1.6,0.698179463238301,0.511904761904762,1.16086995293144,1,2,3,1,-1
"S656","SONA",133.086233333333,"19/11/2024","False","Female",20,"High School","White",10.6956666666667,1,3,1,2,3,0,2,1,0,2,0,0,0,0,3,3,0,2,2,2,0,2,0,1,0,2,1.58493166666667,2,0,0.59,0.38,0.67,1,0.63,0,0.27,0,0.62,0.94,0.58,0,0,0.27,1,0.34,0.15,0.7,0.1,0,0.44,0.12,0.29,2.27351666666667,3,3,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,2,3,2,2,0,2.8847,4,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0.355,0.405,0.765,1,0.5875,0.555,0.246688885736714,0.6,0.8,1.8,1,2,1.10369153168847,0.226190476190476,1.13599128098599,4,3,7,-1,1
"S657","SONA",20.9080666666667,"19/11/2024","False","Female",20,"High School","White",1.65843333333333,2,3,1,3,3,0,0,3,1,2,1,3,2,1,2,2,1,2,1,2,0,2,3,2,2,2,1.35294333333373,1,0.69,0.93,0.4,0.86,0.84,0.4,0.56,0.25,0.29,0.74,0.55,0.58,0.25,0.77,0.36,0.67,0.53,0.58,0.55,0.31,0.32,0.6,0.42,0.7,1.23691666666667,3,3,2,3,2,1,3,1,2,3,3,1,2,2,3,3,3,3,4,3,0,1,1.9192,4,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.5,0.4975,0.66,0.745,0.435,0.785,0.124355241903498,1.8,1.4,2.8,0.8,2,0.715673884763935,0.571428571428571,1.00711752754369,3,0,3,-3,3
"S658","SONA",24.62565,"20/11/2024","False","Female",18,"High School","White",2.12938333333333,1,3,0,1,2,0,0,3,0,2,1,1,1,0,1,2,0,2,1,0,0,1,1,1,1,2,1.57198333333333,2,0.43,1,0.64,0.65,0.3,0,0.38,0,0.37,1,0.34,0.5,0.57,0.87,0.42,1,0.49,0.13,0.54,0,0.43,0.14,0.72,0,1.30346666666667,3,3,2,2,2,0,2,2,1,2,0,3,2,1,3,0,3,3,2,2,1,1,1.62371666666667,4,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0.5575,0.79,0.685,0.4825,0.8425,0.9675,0.16252699037731,0.6,0.6,2.2,0.6,1.2,0.73263847181568,0.44047619047619,0.995226703056239,3,3,6,0,0
"S659","SONA",20.3292666666667,"20/11/2024","False","Female",19,"High School","White",1.52751666666667,2,1,1,3,1,3,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1.12938333333333,4,0.26,0.29,0.32,0.75,0.77,0.27,0.61,0.33,0.34,0.89,0.84,0.33,0.2,0.29,0.41,0.2,0.66,0.15,0.75,0.6,0.3,0.37,0,0.18,1.45108333333333,1,2,0,0,1,2,1,0,3,2,2,2,2,0,2,1,3,3,2,2,0,2,1.29771666666667,3,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0.225,0.5,0.47,0.7325,0.7675,0.4125,0.176779298090817,1.8,1.6,1.4,1.4,2.2,0.576859899402033,0.380952380952381,1.03048763306736,3,5,8,2,-2
"S660","SONA",36.17055,"20/11/2024","False","Female",18,"High School","White",5.27366666666667,4,3,0,1,3,0,0,3,1,0,0,3,0,1,2,2,3,2,0,0,0,0,0,0,1,3,2.92396666666667,3,0.08,0.69,0,0.68,0.73,0,0.64,0.11,0.6,0.77,0.41,0.36,0.11,0.73,0.12,0.95,0.05,0.29,0.87,0.19,0.34,0.22,0.21,0.17,2.57348333333333,2,3,3,0,3,3,3,0,1,3,2,2,3,3,4,0,3,4,1,3,0,0,4.5247,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0.195,0.535,0.865,0.67,0.795,0.78,0.177935116787048,0.8,0.2,3,0,1.6,0.459755326809131,0.523809523809524,1.4108423691101,4,1,5,-3,3
"S661","SONA",24.0442333333333,"21/11/2024","False","Female",20,"High School","White",2.05961666666667,4,2,1,1,3,1,1,3,2,2,1,2,2,1,3,3,2,2,2,2,1,1,0,2,2,3,1.47395833333333,3,0.43,0.57,0.19,0.72,0.77,0.35,0.33,0.35,0.39,0.27,0.73,0.55,0.12,0.61,0.26,0.72,0.46,0.32,0.41,0.34,0.59,0.74,0.66,0.77,2.09245,2,2,1,1,1,3,2,3,2,2,2,3,2,0,2,3,3,3,2,2,1,2,2.33935,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0.5875,0.2475,0.68,0.6675,0.5025,0.6225,0.116193883158761,2,1,2.6,1.2,2.2,0.507740592145149,0.5,0.836660026534076,3,3,6,0,0
"S662","SONA",23.7405,"21/11/2024","False","Female",21,"High School","White",1.55233333333333,2,1,0,1,1,1,0,0,0,2,0,2,1,2,1,0,3,3,2,1,0,2,2,0,1,1,1.54853166666677,3,0.4,0.92,0.68,0.58,0.08,0,0.25,0.02,0.41,0.91,0.33,0.29,0.67,1,1,0.39,0.12,0.87,0.41,0.09,0.19,1,0.82,0.86,1.72531666666667,4,3,2,1,2,3,3,0,0,3,1,2,3,2,3,3,2,1,3,4,0,0,0.83185,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0.64,0.565,0.4625,0.4525,0.495,0.9525,0.29013234689666,1.2,1.8,1,0.4,1,0.873787510817668,0.488095238095238,1.2440333788203,3,2,5,-1,1
"S663","SONA",23.4030833333333,"21/11/2024","False","Female",20,"High School","White",2.17666666666667,2,1,1,1,1,0,0,2,0,2,1,2,2,0,1,2,1,2,0,1,0,0,0,0,2,1,2.02298333333333,1,1,1,0.87,1,0.42,0.09,0,0.09,0.57,1,0,0.21,0.85,1,0.37,0.36,0.77,0.11,0,0,0.65,0,1,0.12,1.43871666666667,3,4,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,3,3,0,0,1.58076666666667,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.9675,0.555,0.3375,0.8675,0.9775,0.105560613931613,1.2,0,1.4,0.8,1.2,0.611540527421479,0.214285714285714,1.19522860933439,1,4,5,3,-3
"S664","SONA",23.3788666666667,"21/11/2024","False","Female",19,"High School","Black",2.0397,3,3,1,0,0,1,1,0,0,1,2,2,0,2,2,2,3,2,2,2,0,1,3,1,1,2,1.36082833333363,2,0.84,0.84,0.31,0.77,0.72,0.77,0.72,0.32,0.6,0.69,0.37,1,0.65,0.88,0.68,0.16,0.18,1,0.33,0.11,0.7,0.27,0.59,1,1.56373333333333,4,3,2,0,0,0,2,0,1,2,3,3,2,3,3,1,3,3,3,1,0,0,1.8462,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0.595,0.59,0.5175,0.4425,0.0575,0.8225,0.192519770151291,1.4,1.8,1.4,1,1.2,1.02420562686599,0.416666666666667,1.27801930084539,5,4,9,-1,1
"S665","SONA",26.7074,"22/11/2024","False","Female",19,"High School","White",2.1991,1,2,0,3,3,0,2,2,1,3,0,1,0,1,2,2,0,2,1,1,1,2,2,0,1,2,2.89034666666662,2,0.61,0.7,0.35,0.74,0.88,0.54,0.79,0.33,0.36,0.87,0.39,0.6,0.2,0.66,0.42,0.6,0.16,0.23,0.67,0.29,0.5,0.26,0.59,0.28,1.90648333333333,3,3,4,0,3,3,3,0,2,2,0,3,4,2,3,3,4,2,3,3,0,1,2.61231666666667,4,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0.435,0.6425,0.69,0.705,0.5875,0.685,0.153219010205298,0.4,1.2,2,1.2,2,0.820487325490573,0.571428571428571,1.34695423615122,3,1,4,-2,2
